Nome Esercizio,Variante,URL YouTube,F/A,Movement Pattern,Bicipiti,Core,Deltoidi Anteriori,Deltoidi Posteriori,Deltoidi Laterali,Femorali,Glutei,Pettorali,Polpacci,Quadricipiti,Trapezi,Tricipiti,Erettori,Adduttori,
Pulley monolaterale al cavo scapola,"fermo 1"" dietro; fermo 3"" dietro; eccentrica 3""; prono su panca 30°; focus scapola; focus dorsale",https://www.youtube.com/watch?v=FQXewTToH7w&list=PL2OC9xrmbse-YqQ6nxQ1meEaE7YIk6uZD&index=34,A,Tirata orizzontale,0.5,,,0.3,,,,,,,0.5,,,,1
Pulley monolaterale al cavo dorso,"fermo 1"" dietro; fermo 3"" dietro; eccentrica 3""; prono su panca 30°; focus scapola; focus dorsale",https://www.youtube.com/watch?v=na1XC1Pebdk&list=PL2OC9xrmbse-YqQ6nxQ1meEaE7YIk6uZD&index=35,A,Tirata orizzontale,0.5,,,0.3,,,,,,,0.5,,,,1
Pulley monolaterale seduto su panca,"fermo 1"" dietro; fermo 3"" dietro; eccentrica 3""; prono su panca 30°; focus scapola; focus dorsale",,A,Tirata orizzontale,0.5,,,0.3,,,,,,,0.5,,,,1
Row machine presa neutra,"fermo 1"" dietro; fermo 3"" dietro; eccentrica 3""; focus dorso; ",https://www.youtube.com/watch?v=Jp7DGx6WMyg&list=PL2OC9xrmbse-YqQ6nxQ1meEaE7YIk6uZD&index=3,A,Tirata orizzontale,0.5,,,0.3,,,,,,,0.5,,,,1
Row machine presa prona,"fermo 1"" dietro; fermo 3"" dietro; eccentrica 3""; focus dorso; ",https://www.youtube.com/watch?v=3LKBxrFUhnk&list=PL2OC9xrmbse-YqQ6nxQ1meEaE7YIk6uZD&index=4,A,Tirata orizzontale,0.5,,,0.5,,,,,,,1,,,,0.5
Row machine monolaterale,"fermo 1"" dietro; fermo 3"" dietro; eccentrica 3""; prono su panca 30°; focus scapola; focus dorsale",https://www.youtube.com/watch?v=HftOl1lnUmI&list=PL2OC9xrmbse-YqQ6nxQ1meEaE7YIk6uZD&index=5,A,Tirata orizzontale,0.5,,,0.3,,,,,,,0.5,,,,1
Rematore Manubrio,"fermo 1"" dietro; fermo 3"" dietro; eccentrica 3""; prono su panca 30°; focus scapola; focus dorsale",https://www.youtube.com/watch?v=xQ4YV7rh7tY&list=PL2OC9xrmbse-YqQ6nxQ1meEaE7YIk6uZD&index=57,A,Tirata orizzontale,0.5,,,0.3,,,,,,,0.5,,,,1
Rematore Bilanciere,"fermo 1"" in alto; dai pin; deadstop a terra; salita esplosiva; cheating",https://www.youtube.com/watch?v=tqyDadNQ9Mw&list=PL2OC9xrmbse-LqDvZBuPkZhWDqN4y8I-w&index=35,A,Tirata orizzontale,0.5,,,0.3,,,,,,,1,,,,1
Rematore Multipower,"fermo 1"" in alto; dai pin; deadstop a terra; salita esplosiva; cheating",,A,Tirata orizzontale,0.5,,,0.3,,,,,,,1,,,,1
Rematore Belt Squat,"fermo 1"" in alto; dai pin; deadstop a terra; salita esplosiva; cheating",https://www.youtube.com/watch?v=0a5ZLtkfHI4&list=PL2OC9xrmbse-YqQ6nxQ1meEaE7YIk6uZD&index=7,A,Tirata orizzontale,0.5,,,0.3,,,,,,,1,,,,1
T-Bar row,"fermo 1"" dietro; fermo 3"" dietro; eccentrica 3""; focus dorso; ",,A,Tirata orizzontale,0.5,,,0.3,,,,,,,1,,,,1
Seal Row Manubri panca 30°,"fermo 1"" dietro; fermo 3"" dietro; eccentrica 3""; focus dorso; ",https://www.youtube.com/watch?v=ePUvdmQSHPY&list=PL2OC9xrmbse-YqQ6nxQ1meEaE7YIk6uZD&index=25,A,Tirata orizzontale,0.5,,,0.3,,,,,,,1,,,,1
Seal Row Bilanciere,"fermo 1"" dietro; fermo 3"" dietro; eccentrica 3""; focus dorso; ",,A,Tirata orizzontale,0.5,,,0.3,,,,,,,1,,,,1
Australian Pulp Up,"fermo 1"" dietro; fermo 3"" dietro; eccentrica 3""; focus dorso; ",,A,Tirata orizzontale,0.5,,,0.3,,,,,,,1,,,,1
Illiac Pulldown,"2"" in contrazione di picco; eccentrica 3""",,A,Tirata orizzontale,0.5,,,,,,,,,,,,,,1
Alzate posteriori panca 30°,"1"" in contrazione di picco; eccentrica controllata",https://www.youtube.com/watch?v=v9klvEx_Cb8&list=PL2OC9xrmbse-YqQ6nxQ1meEaE7YIk6uZD&index=15,A,Tirata orizzontale,,,,1,,,,,,,,,,,
Alzate posteriori cavo alto,"1"" in contrazione di picco; eccentrica controllata",,A,Tirata orizzontale,,,,1,,,,,,,,,,,
Azlate posteriori cavo alto mono,"1"" in contrazione di picco; eccentrica controllata",,A,Tirata orizzontale,,,,1,,,,,,,,,,,
Face Pull Centro Schiena,"1"" in contrazione di picco; eccentrica controllata",,A,Tirata orizzontale,,,,1,,,,,,,,,,,
Face pull Extrarotatori ,"1"" in contrazione di picco; eccentrica controllata",,A,Tirata orizzontale,,,,1,,,,,,,,,,,
Pullower Manubrio,"1"" in contrazione di picco; eccentrica controllata",,A,Tirata orizzontale,,,,1,,,,,,,,,,,
Curl manubri ,"1"" in contraizione di picco; discesa 3""; salita 3""; 3""/3""; cheating ",https://www.youtube.com/watch?v=c1QD7XhA0yw&list=PL2OC9xrmbse-YqQ6nxQ1meEaE7YIk6uZD&index=62,A,Bicipiti ,1,,,,,,,,,,,,,,
Hammer Curl ,"1"" in contraizione di picco; discesa 3""; salita 3""; 3""/3""; cheating ",https://www.youtube.com/watch?v=9jjcPYyjAz0&list=PL2OC9xrmbse-YqQ6nxQ1meEaE7YIk6uZD&index=10,A,Bicipiti ,1,,,,,,,,,,,,,,
Preacher Curl,"1"" in contraizione di picco; discesa 3""; salita 3""; 3""/3""; cheating ",,A,Bicipiti ,1,,,,,,,,,,,,,,
Curl Bilanciere ez,"1"" in contraizione di picco; discesa 3""; salita 3""; 3""/3""; cheating ",https://www.youtube.com/watch?v=c1QD7XhA0yw&list=PL2OC9xrmbse-YqQ6nxQ1meEaE7YIk6uZD&index=62,A,Bicipiti ,1,,,,,,,,,,,,,,
Curl cavo basso barra,"1"" in contraizione di picco; discesa 3""; salita 3""; 3""/3""; cheating ",https://www.youtube.com/watch?v=TaN5jwwjtdY&list=PL2OC9xrmbse-YqQ6nxQ1meEaE7YIk6uZD&index=13,A,Bicipiti ,1,,,,,,,,,,,,,,
Curl cavo basso corda,"1"" in contraizione di picco; discesa 3""; salita 3""; 3""/3""; cheating ",https://www.youtube.com/watch?v=GKCjC859GEo&list=PL2OC9xrmbse-YqQ6nxQ1meEaE7YIk6uZD,A,Bicipiti ,1,,,,,,,,,,,,,,
Curl cavo basso maniglia,"1"" in contraizione di picco; discesa 3""; salita 3""; 3""/3""; cheating ",,A,Bicipiti ,1,,,,,,,,,,,,,,
Curl manubri su panca inclinata 45°,"1"" in contraizione di picco; discesa 3""; salita 3""; 3""/3""; cheating ",https://www.youtube.com/watch?v=UYgpKw4K8QU&list=PL2OC9xrmbse-YqQ6nxQ1meEaE7YIk6uZD&index=12,A,Bicipiti ,1,,,,,,,,,,,,,,
Scott Curl monolaterale su panca,"1"" in contraizione di picco; discesa 3""; salita 3""; 3""/3""; cheating ",https://www.youtube.com/watch?v=tNC0SM6yZzg&list=PL2OC9xrmbse-YqQ6nxQ1meEaE7YIk6uZD&index=11,A,Bicipiti ,1,,,,,,,,,,,,,,
Curl concentrato gomito su coscia,"1"" in contraizione di picco; discesa 3""; salita 3""; 3""/3""; cheating ",,A,Bicipiti ,1,,,,,,,,,,,,,,
Bayesian Curl,"1"" in contraizione di picco; discesa 3""; salita 3""; 3""/3""; cheating ",https://www.youtube.com/watch?v=A5ZRxFuZw_E&list=PL2OC9xrmbse-YqQ6nxQ1meEaE7YIk6uZD&index=16,A,Bicipiti ,1,,,,,,,,,,,,,,
Curl al cavo disteso su panca ,"1"" in contraizione di picco; discesa 3""; salita 3""; 3""/3""; cheating ",,A,Bicipiti ,1,,,,,,,,,,,,,,
Curl gomito al ghd focus allungamento,"1"" in contraizione di picco; discesa 3""; salita 3""; 3""/3""; cheating ",,A,Bicipiti ,1,,,,,,,,,,,,,,
Curl gomito vincolato,"1"" in contraizione di picco; discesa 3""; salita 3""; 3""/3""; cheating ",,A,Bicipiti ,1,,,,,,,,,,,,,,
Push Down Barra,"1"" in contrazione di picco; risalita 3""; cheating",https://www.youtube.com/watch?v=WZVDehaYgHs&list=PL2OC9xrmbse-YqQ6nxQ1meEaE7YIk6uZD&index=9,A,Tricipiti,,,,,,,,,,,,1,,,
Push Down Corda,"1"" in contrazione di picco; risalita 3""; cheating",https://www.youtube.com/watch?v=Jl5VyIBIXYE&list=PL2OC9xrmbse-YqQ6nxQ1meEaE7YIk6uZD&index=8,A,Tricipiti,,,,,,,,,,,,1,,,
French Press Manubri,"1"" in max stretch; discesa 3"";",https://www.youtube.com/watch?v=zrLNRGAHAso&list=PL2OC9xrmbse-YqQ6nxQ1meEaE7YIk6uZD&index=61,A,Tricipiti,,,,,,,,,,,,1,,,
French Press Bilanciere Ez,"1"" in max stretch; discesa 3"";",,A,Tricipiti,,,,,,,,,,,,1,,,
Push Down Reverse,"1"" in contrazione di picco; risalita 3""; cheating",https://www.youtube.com/watch?v=fiDnDRCzHCg&list=PL2OC9xrmbse-YqQ6nxQ1meEaE7YIk6uZD&index=6,A,Tricipiti,,,,,,,,,,,,1,,,
Push Down monolaterale ,"1"" in contrazione di picco; risalita 3""; cheating",,A,Tricipiti,,,,,,,,,,,,1,,,
French Press monolaterale,"1"" in max stretch; discesa 3"";",,A,Tricipiti,,,,,,,,,,,,1,,,
Katana Press,"1"" in max stretch; discesa 3"";",https://www.youtube.com/watch?v=ARKc4PPXr8A&list=PL2OC9xrmbse-LqDvZBuPkZhWDqN4y8I-w&index=47,A,Tricipiti,,,,,,,,,,,,1,,,
French Press cavo altezza spalle,"1"" in max stretch; discesa 3"";",https://www.youtube.com/watch?v=hlooPVEJHw4&list=PL2OC9xrmbse-LqDvZBuPkZhWDqN4y8I-w&index=46,A,Tricipiti,,,,,,,,,,,,1,,,
French Press Gomito vincolato,"1"" in max stretch; discesa 3"";",,A,Tricipiti,,,,,,,,,,,,1,,,
Jm Press,"1"" in max stretch; discesa 3"";",,A,Tricipiti,,,,,,,,,,,,1,,,
Tate Press,"1"" in max stretch; discesa 3"";",,A,Tricipiti,,,,,,,,,,,,1,,,
JM press multipower,"1"" in max stretch; discesa 3"";",,A,Tricipiti,,,,,,,,,,,,1,,,
Panca Board alta e presa stretta,"fermo 1"" petto; laoding;",,A,Tricipiti,,,,,,,,,,,,1,,,
Plank in quadreupedia,"eccentrica lenta; 1"" in contrazione di picco",,A,Core,,1,,,,,,,,,,,,,
Plank sui gomiti,"eccentrica lenta; 1"" in contrazione di picco",,A,Core,,1,,,,,,,,,,,,,
Plank Laterale,"eccentrica lenta; 1"" in contrazione di picco",,A,Core,,1,,,,,,,,,,,,,
Plank laterale piedi al trx,"eccentrica lenta; 1"" in contrazione di picco",,A,Core,,1,,,,,,,,,,,,,
Barchetta raccolta,"eccentrica lenta; 1"" in contrazione di picco",,A,Core,,1,,,,,,,,,,,,,
Barchetta full,"eccentrica lenta; 1"" in contrazione di picco",,A,Core,,1,,,,,,,,,,,,,
Bird Dog plank iso,"eccentrica lenta; 1"" in contrazione di picco",,A,Core,,1,,,,,,,,,,,,,
Dead Bug libero,"eccentrica lenta; 1"" in contrazione di picco",,A,Core,,1,,,,,,,,,,,,,
Dead Bug palla,"eccentrica lenta; 1"" in contrazione di picco",,A,Core,,1,,,,,,,,,,,,,
Suitcase Carry ktb,"eccentrica lenta; 1"" in contrazione di picco",,A,Core,,1,,,,,,,,,,,,,
Chop,"eccentrica lenta; 1"" in contrazione di picco",,A,Core,,1,,,,,,,,,,,,,
Wood Chop,"eccentrica lenta; 1"" in contrazione di picco",,A,Core,,1,,,,,,,,,,,,,
Plank zavorrato,"eccentrica lenta; 1"" in contrazione di picco",,A,Core,,1,,,,,,,,,,,,,
Crunch al cavo,"eccentrica lenta; 1"" in contrazione di picco",https://www.youtube.com/watch?v=3hCzEVCNl00&list=PL2OC9xrmbse-YqQ6nxQ1meEaE7YIk6uZD&index=14,A,Core,,1,,,,,,,,,,,,,
Crunch a terra,"eccentrica lenta; 1"" in contrazione di picco",,A,Core,,1,,,,,,,,,,,,,
Crunch ghd,"eccentrica lenta; 1"" in contrazione di picco",,A,Core,,1,,,,,,,,,,,,,
Side Bending ,"eccentrica lenta; 1"" in contrazione di picco",,A,Core,,1,,,,,,,,,,,,,
Plank dinamico,"eccentrica lenta; 1"" in contrazione di picco",,A,Core,,1,,,,,,,,,,,,,
Bear walk,"eccentrica lenta; 1"" in contrazione di picco",,A,Core,,1,,,,,,,,,,,,,
Leg raise,"eccentrica lenta; 1"" in contrazione di picco",,A,Core,,1,,,,,,,,,,,,,
Abductor machine seduto,"1"" in contrazione di picco; 3"" in contrazione di picco",https://www.youtube.com/watch?v=xZLXdGMMT9c&list=PL2OC9xrmbse-YqQ6nxQ1meEaE7YIk6uZD&index=43,A,Hip Hinge,,,,,,,1,,,,,,,,
Abductor machine sedere alzato,"1"" in contrazione di picco; 3"" in contrazione di picco",,A,Hip Hinge,,,,,,,1,,,,,,,,
Abduzione classica al cavo basso,"1"" in contrazione di picco; 3"" in contrazione di picco",,A,Hip Hinge,,,,,,,1,,,,,,,,
Abdzuione ibrida al cavo basso,"1"" in contrazione di picco; 3"" in contrazione di picco",,A,Hip Hinge,,,,,,,1,,,,,,,,
Slancio gamba semitesa cavo,"1"" in contrazione di picco; 3"" in contrazione di picco",,A,Hip Hinge,,,,,,,1,,,,,,,,
Slancio gamba piegata,"1"" in contrazione di picco; 3"" in contrazione di picco",,A,Hip Hinge,,,,,,,1,,,,,,,,
Hip Airplane zavorrato,"2"" in stretch",,A,Hip Hinge,,,,,,,1,,,,,,,,
Estensione Anca in quadrupedia su panca,"1"" in contrazione di picco; 3"" in contrazione di picco",,A,Hip Hinge,,,,,,,1,,,,,,,,
Estensione anca sdraiata a terra,"1"" in contrazione di picco; 3"" in contrazione di picco",,A,Hip Hinge,,,,,,,1,,,,,,,,
Rotazione anca cavo ,"1"" in contrazione di picco; 3"" in contrazione di picco",,A,Hip Hinge,,,,,,,1,,,,,,,,
Kick Back multipower,"1"" in contrazione di picco; 3"" in contrazione di picco",,A,Hip Hinge,,,,,,,1,,,,,,,,
Frog pump,"1"" in contrazione di picco; 3"" in contrazione di picco",,A,Hip Hinge,,,,,,,1,,,,,,,,
Step up,"1"" in contrazione di picco; 3"" in contrazione di picco; eccentrica 3""; ",,A,Hip Hinge,,,,,,,1,,,,,,,,
Sumo deadlift full rom ktb,"eccentrica 5""; eccentrica 3""",,A,Hip Hinge,,,,,,,1,,,,,,,,
